RegioS,k_40Tot45Jaar_14,Perioden
GM0233,5.0,1990JJ00
GM0233,5.0,1991JJ00
GM0233,2.0,1992JJ00
GM0233,5.0,1993JJ00
GM0233,6.0,1994JJ00
GM0233,5.0,1995JJ00
GM0233,6.0,1996JJ00
GM0233,8.0,1997JJ00
GM0233,5.0,1998JJ00
GM0233,5.0,1999JJ00
GM0233,10.0,2000JJ00
GM0233,7.0,2001JJ00
GM0233,12.0,2002JJ00
GM0233,8.0,2003JJ00
GM0233,8.0,2004JJ00
GM0233,10.0,2005JJ00
GM0233,12.0,2006JJ00
GM0233,8.0,2007JJ00
GM0233,11.0,2008JJ00
GM0233,6.0,2009JJ00
GM0233,8.0,2010JJ00
GM0233,13.0,2011JJ00
GM0233,9.0,2012JJ00
GM0233,10.0,2013JJ00
GM0233,13.0,2014JJ00
GM0233,6.0,2015JJ00
GM0233,4.0,2016JJ00
GM0233,6.0,2017JJ00
GM0233,9.0,2018JJ00
GM0233,12.0,2019JJ00
GM0233,5.0,2020JJ00
GM0233,6.0,2021JJ00
GM0233,11.0,2022JJ00
GM0233,10.0,2023JJ00
GM0775,3.0,1988JJ00
GM0775,1.0,1989JJ00
GM0775,1.0,1990JJ00
GM0775,1.0,1991JJ00
GM0775,1.0,1992JJ00
GM0775,0.0,1993JJ00
GM0775,,1994JJ00
GM0775,,1995JJ00
GM0775,,1996JJ00
GM0775,,1997JJ00
GM0775,,1998JJ00
GM0775,,1999JJ00
GM0775,,2000JJ00
GM0775,,2001JJ00
GM0775,,2002JJ00
GM0775,,2003JJ00
GM0775,,2004JJ00
GM0775,,2005JJ00
GM0775,,2006JJ00
GM0775,,2007JJ00
GM0775,,2008JJ00
GM0775,,2009JJ00
GM0775,,2010JJ00
GM0775,,2011JJ00
GM0775,,2012JJ00
GM0775,,2013JJ00
GM0775,,2014JJ00
GM0775,,2015JJ00
GM0775,,2016JJ00
GM0775,,2017JJ00
GM0775,,2018JJ00
GM0775,,2019JJ00
GM0775,,2020JJ00
GM0775,,2021JJ00
GM0775,,2022JJ00
GM0775,,2023JJ00
GM0776,0.0,1988JJ00
GM0776,1.0,1989JJ00
GM0776,0.0,1990JJ00
GM0776,0.0,1991JJ00
GM0776,1.0,1992JJ00
GM0776,0.0,1993JJ00
GM0776,0.0,1994JJ00
GM0776,0.0,1995JJ00
GM0776,,1996JJ00
GM0776,,1997JJ00
GM0776,,1998JJ00
GM0776,,1999JJ00
GM0776,,2000JJ00
GM0776,,2001JJ00
GM0776,,2002JJ00
GM0776,,2003JJ00
GM0776,,2004JJ00
GM0776,,2005JJ00
GM0776,,2006JJ00
GM0776,,2007JJ00
GM0776,,2008JJ00
GM0776,,2009JJ00
GM0776,,2010JJ00
GM0776,,2011JJ00
GM0776,,2012JJ00
GM0776,,2013JJ00
GM0776,,2014JJ00
GM0776,,2015JJ00
GM0776,,2016JJ00
GM0776,,2017JJ00
GM0776,,2018JJ00
GM0776,,2019JJ00
GM0776,,2020JJ00
GM0776,,2021JJ00
GM0776,,2022JJ00
GM0776,,2023JJ00
GM0777,1.0,1988JJ00
GM0777,2.0,1989JJ00
GM0777,7.0,1990JJ00
GM0777,6.0,1991JJ00
GM0777,10.0,1992JJ00
GM0777,3.0,1993JJ00
GM0777,5.0,1994JJ00
GM0777,4.0,1995JJ00
GM0777,7.0,1996JJ00
GM0777,8.0,1997JJ00
GM0777,7.0,1998JJ00
GM0777,7.0,1999JJ00
GM0777,7.0,2000JJ00
GM0777,6.0,2001JJ00
GM0777,14.0,2002JJ00
GM0777,4.0,2003JJ00
GM0777,5.0,2004JJ00
GM0777,6.0,2005JJ00
GM0777,11.0,2006JJ00
GM0777,8.0,2007JJ00
GM0777,8.0,2008JJ00
GM0777,8.0,2009JJ00
GM0777,16.0,2010JJ00
GM0777,13.0,2011JJ00
GM0777,12.0,2012JJ00
GM0777,13.0,2013JJ00
GM0777,15.0,2014JJ00
GM0777,16.0,2015JJ00
GM0777,9.0,2016JJ00
GM0777,11.0,2017JJ00
GM0777,13.0,2018JJ00
GM0777,5.0,2019JJ00
GM0777,13.0,2020JJ00
GM0777,17.0,2021JJ00
GM0777,14.0,2022JJ00
GM0777,15.0,2023JJ00
GM0012,1.0,1988JJ00
GM0012,0.0,1989JJ00
GM0012,,1990JJ00
GM0012,,1991JJ00
GM0012,,1992JJ00
GM0012,,1993JJ00
GM0012,,1994JJ00
GM0012,,1995JJ00
GM0012,,1996JJ00
GM0012,,1997JJ00
GM0012,,1998JJ00
GM0012,,1999JJ00
GM0012,,2000JJ00
GM0012,,2001JJ00
GM0012,,2002JJ00
GM0012,,2003JJ00
GM0012,,2004JJ00
GM0012,,2005JJ00
GM0012,,2006JJ00
GM0012,,2007JJ00
GM0012,,2008JJ00
GM0012,,2009JJ00
GM0012,,2010JJ00
GM0012,,2011JJ00
GM0012,,2012JJ00
GM0012,,2013JJ00
GM0012,,2014JJ00
GM0012,,2015JJ00
GM0012,,2016JJ00
GM0012,,2017JJ00
GM0012,,2018JJ00
GM0012,,2019JJ00
GM0012,,2020JJ00
GM0012,,2021JJ00
GM0012,,2022JJ00
GM0012,,2023JJ00
GM0068,1.0,1988JJ00
GM0068,2.0,1989JJ00
GM0068,2.0,1990JJ00
GM0068,1.0,1991JJ00
GM0068,1.0,1992JJ00
GM0068,3.0,1993JJ00
GM0068,2.0,1994JJ00
GM0068,1.0,1995JJ00
GM0068,2.0,1996JJ00
GM0068,0.0,1997JJ00
GM0068,3.0,1998JJ00
GM0068,,1999JJ00
GM0068,,2000JJ00
GM0068,,2001JJ00
GM0068,,2002JJ00
GM0068,,2003JJ00
GM0068,,2004JJ00
GM0068,,2005JJ00
GM0068,,2006JJ00
GM0068,,2007JJ00
GM0068,,2008JJ00
GM0068,,2009JJ00
GM0068,,2010JJ00
GM0068,,2011JJ00
GM0068,,2012JJ00
GM0068,,2013JJ00
GM0068,,2014JJ00
GM0068,,2015JJ00
GM0068,,2016JJ00
GM0068,,2017JJ00
GM0068,,2018JJ00
GM0068,,2019JJ00
GM0068,,2020JJ00
GM0068,,2021JJ00
GM0068,,2022JJ00
GM0068,,2023JJ00
GM1722,,1988JJ00
GM1722,,1989JJ00
GM1722,,1990JJ00
GM1722,,1991JJ00
GM1722,,1992JJ00
GM1722,,1993JJ00
GM1722,,1994JJ00
GM1722,,1995JJ00
GM1722,,1996JJ00
GM1722,,1997JJ00
GM1722,,1998JJ00
GM1722,3.0,1999JJ00
GM1722,3.0,2000JJ00
GM1722,2.0,2001JJ00
GM1722,4.0,2002JJ00
GM1722,2.0,2003JJ00
GM1722,1.0,2004JJ00
GM1722,3.0,2005JJ00
GM1722,0.0,2006JJ00
GM1722,0.0,2007JJ00
GM1722,3.0,2008JJ00
GM1722,4.0,2009JJ00
GM1722,4.0,2010JJ00
GM1722,4.0,2011JJ00
GM1722,6.0,2012JJ00
GM1722,2.0,2013JJ00
GM1722,1.0,2014JJ00
GM1722,6.0,2015JJ00
GM1722,2.0,2016JJ00
GM1722,2.0,2017JJ00
GM1722,1.0,2018JJ00
GM1722,,2019JJ00
GM1722,,2020JJ00
GM1722,,2021JJ00
GM1722,,2022JJ00
GM1722,,2023JJ00
GM0778,1.0,1988JJ00
GM0778,0.0,1989JJ00
GM0778,2.0,1990JJ00
GM0778,1.0,1991JJ00
GM0778,1.0,1992JJ00
GM0778,1.0,1993JJ00
GM0778,1.0,1994JJ00
GM0778,0.0,1995JJ00
GM0778,0.0,1996JJ00
GM0778,,1997JJ00
GM0778,,1998JJ00
GM0778,,1999JJ00
GM0778,,2000JJ00
GM0778,,2001JJ00
GM0778,,2002JJ00
GM0778,,2003JJ00
GM0778,,2004JJ00
GM0778,,2005JJ00
GM0778,,2006JJ00
GM0778,,2007JJ00
GM0778,,2008JJ00
GM0778,,2009JJ00
GM0778,,2010JJ00
GM0778,,2011JJ00
GM0778,,2012JJ00
GM0778,,2013JJ00
GM0778,,2014JJ00
GM0778,,2015JJ00
GM0778,,2016JJ00
GM0778,,2017JJ00
GM0778,,2018JJ00
GM0778,,2019JJ00
GM0778,,2020JJ00
GM0778,,2021JJ00
GM0778,,2022JJ00
GM0778,,2023JJ00
GM0013,0.0,1988JJ00
GM0013,0.0,1989JJ00
GM0013,,1990JJ00
GM0013,,1991JJ00
GM0013,,1992JJ00
GM0013,,1993JJ00
GM0013,,1994JJ00
GM0013,,1995JJ00
GM0013,,1996JJ00
GM0013,,1997JJ00
GM0013,,1998JJ00
GM0013,,1999JJ00
GM0013,,2000JJ00
GM0013,,2001JJ00
GM0013,,2002JJ00
GM0013,,2003JJ00
GM0013,,2004JJ00
GM0013,,2005JJ00
GM0013,,2006JJ00
GM0013,,2007JJ00
GM0013,,2008JJ00
GM0013,,2009JJ00
GM0013,,2010JJ00
GM0013,,2011JJ00
GM0013,,2012JJ00
GM0013,,2013JJ00
GM0013,,2014JJ00
GM0013,,2015JJ00
GM0013,,2016JJ00
GM0013,,2017JJ00
GM0013,,2018JJ00
GM0013,,2019JJ00
GM0013,,2020JJ00
GM0013,,2021JJ00
GM0013,,2022JJ00
GM0013,,2023JJ00
GM0070,2.0,1988JJ00
GM0070,0.0,1989JJ00
GM0070,3.0,1990JJ00
GM0070,3.0,1991JJ00
GM0070,2.0,1992JJ00
GM0070,3.0,1993JJ00
GM0070,2.0,1994JJ00
GM0070,5.0,1995JJ00
GM0070,2.0,1996JJ00
GM0070,6.0,1997JJ00
GM0070,4.0,1998JJ00
GM0070,5.0,1999JJ00
GM0070,3.0,2000JJ00
GM0070,4.0,2001JJ00
GM0070,7.0,2002JJ00
GM0070,4.0,2003JJ00
GM0070,5.0,2004JJ00
GM0070,6.0,2005JJ00
GM0070,7.0,2006JJ00
GM0070,4.0,2007JJ00
GM0070,7.0,2008JJ00
GM0070,4.0,2009JJ00
GM0070,4.0,2010JJ00
GM0070,5.0,2011JJ00
GM0070,11.0,2012JJ00
GM0070,5.0,2013JJ00
GM0070,14.0,2014JJ00
GM0070,6.0,2015JJ00
GM0070,9.0,2016JJ00
GM0070,7.0,2017JJ00
GM0070,,2018JJ00
GM0070,,2019JJ00
GM0070,,2020JJ00
GM0070,,2021JJ00
GM0070,,2022JJ00
GM0070,,2023JJ00
GM1921,,1988JJ00
GM1921,,1989JJ00
GM1921,,1990JJ00
GM1921,,1991JJ00
GM1921,,1992JJ00
GM1921,,1993JJ00
GM1921,,1994JJ00
GM1921,,1995JJ00
GM1921,,1996JJ00
GM1921,,1997JJ00
GM1921,,1998JJ00
GM1921,,1999JJ00
GM1921,,2000JJ00
GM1921,,2001JJ00
GM1921,,2002JJ00
GM1921,,2003JJ00
GM1921,,2004JJ00
GM1921,,2005JJ00
GM1921,,2006JJ00
GM1921,,2007JJ00
GM1921,,2008JJ00
GM1921,,2009JJ00
GM1921,,2010JJ00
GM1921,,2011JJ00
GM1921,,2012JJ00
GM1921,,2013JJ00
GM1921,13.0,2014JJ00
GM1921,14.0,2015JJ00
GM1921,,2016JJ00
GM1921,,2017JJ00
GM1921,,2018JJ00
GM1921,,2019JJ00
GM1921,,2020JJ00
GM1921,,2021JJ00
GM1921,,2022JJ00
GM1921,,2023JJ00
GM1940,,1988JJ00
GM1940,,1989JJ00
GM1940,,1990JJ00
GM1940,,1991JJ00
GM1940,,1992JJ00
GM1940,,1993JJ00
GM1940,,1994JJ00
GM1940,,1995JJ00
GM1940,,1996JJ00
GM1940,,1997JJ00
GM1940,,1998JJ00
GM1940,,1999JJ00
GM1940,,2000JJ00
GM1940,,2001JJ00
GM1940,,2002JJ00
GM1940,,2003JJ00
GM1940,,2004JJ00
GM1940,,2005JJ00
GM1940,,2006JJ00
GM1940,,2007JJ00
GM1940,,2008JJ00
GM1940,,2009JJ00
GM1940,,2010JJ00
GM1940,,2011JJ00
GM1940,,2012JJ00
GM1940,,2013JJ00
GM1940,,2014JJ00
GM1940,,2015JJ00
GM1940,11.0,2016JJ00
GM1940,16.0,2017JJ00
GM1940,21.0,2018JJ00
GM1940,19.0,2019JJ00
GM1940,15.0,2020JJ00
GM1940,12.0,2021JJ00
GM1940,7.0,2022JJ00
GM1940,15.0,2023JJ00
GM0653,2.0,1988JJ00
GM0653,3.0,1989JJ00
GM0653,1.0,1990JJ00
GM0653,2.0,1991JJ00
GM0653,1.0,1992JJ00
GM0653,3.0,1993JJ00
GM0653,1.0,1994JJ00
GM0653,3.0,1995JJ00
GM0653,1.0,1996JJ00
GM0653,3.0,1997JJ00
GM0653,3.0,1998JJ00
GM0653,1.0,1999JJ00
GM0653,4.0,2000JJ00
GM0653,2.0,2001JJ00
GM0653,3.0,2002JJ00
GM0653,5.0,2003JJ00
GM0653,4.0,2004JJ00
GM0653,1.0,2005JJ00
GM0653,1.0,2006JJ00
GM0653,2.0,2007JJ00
GM0653,4.0,2008JJ00
GM0653,7.0,2009JJ00
GM0653,2.0,2010JJ00
GM0653,3.0,2011JJ00
GM0653,1.0,2012JJ00
GM0653,3.0,2013JJ00
GM0653,,2014JJ00
GM0653,,2015JJ00
GM0653,,2016JJ00
GM0653,,2017JJ00
GM0653,,2018JJ00
GM0653,,2019JJ00
GM0653,,2020JJ00
GM0653,,2021JJ00
GM0653,,2022JJ00
GM0653,,2023JJ00
GM0115,0.0,1988JJ00
GM0115,0.0,1989JJ00
GM0115,0.0,1990JJ00
GM0115,0.0,1991JJ00
GM0115,1.0,1992JJ00
GM0115,0.0,1993JJ00
GM0115,0.0,1994JJ00
GM0115,0.0,1995JJ00
GM0115,2.0,1996JJ00
GM0115,2.0,1997JJ00
GM0115,,1998JJ00
GM0115,,1999JJ00
GM0115,,2000JJ00
GM0115,,2001JJ00
GM0115,,2002JJ00
GM0115,,2003JJ00
GM0115,,2004JJ00
GM0115,,2005JJ00
GM0115,,2006JJ00
GM0115,,2007JJ00
GM0115,,2008JJ00
GM0115,,2009JJ00
GM0115,,2010JJ00
GM0115,,2011JJ00
GM0115,,2012JJ00
GM0115,,2013JJ00
GM0115,,2014JJ00
GM0115,,2015JJ00
GM0115,,2016JJ00
GM0115,,2017JJ00
GM0115,,2018JJ00
GM0115,,2019JJ00
GM0115,,2020JJ00
GM0115,,2021JJ00
GM0115,,2022JJ00
GM0115,,2023JJ00
GM0779,0.0,1988JJ00
GM0779,0.0,1989JJ00
GM0779,0.0,1990JJ00
GM0779,0.0,1991JJ00
GM0779,0.0,1992JJ00
GM0779,2.0,1993JJ00
GM0779,0.0,1994JJ00
GM0779,0.0,1995JJ00
GM0779,1.0,1996JJ00
GM0779,0.0,1997JJ00
GM0779,5.0,1998JJ00
GM0779,5.0,1999JJ00
GM0779,8.0,2000JJ00
GM0779,5.0,2001JJ00
GM0779,6.0,2002JJ00
GM0779,3.0,2003JJ00
GM0779,6.0,2004JJ00
GM0779,6.0,2005JJ00
GM0779,4.0,2006JJ00
GM0779,4.0,2007JJ00
GM0779,3.0,2008JJ00
GM0779,5.0,2009JJ00
GM0779,7.0,2010JJ00
GM0779,12.0,2011JJ00
GM0779,3.0,2012JJ00
GM0779,5.0,2013JJ00
GM0779,4.0,2014JJ00
GM0779,4.0,2015JJ00
GM0779,5.0,2016JJ00
GM0779,3.0,2017JJ00
GM0779,5.0,2018JJ00
GM0779,5.0,2019JJ00
GM0779,6.0,2020JJ00
GM0779,4.0,2021JJ00
GM0779,9.0,2022JJ00
GM0779,10.0,2023JJ00
GM0780,0.0,1988JJ00
GM0780,1.0,1989JJ00
GM0780,0.0,1990JJ00
GM0780,0.0,1991JJ00
GM0780,0.0,1992JJ00
GM0780,,1993JJ00
GM0780,,1994JJ00
GM0780,,1995JJ00
GM0780,,1996JJ00
GM0780,,1997JJ00
GM0780,,1998JJ00
GM0780,,1999JJ00
GM0780,,2000JJ00
GM0780,,2001JJ00
GM0780,,2002JJ00
GM0780,,2003JJ00
GM0780,,2004JJ00
GM0780,,2005JJ00
GM0780,,2006JJ00
GM0780,,2007JJ00
GM0780,,2008JJ00
GM0780,,2009JJ00
GM0780,,2010JJ00
GM0780,,2011JJ00
GM0780,,2012JJ00
GM0780,,2013JJ00
GM0780,,2014JJ00
GM0780,,2015JJ00
GM0780,,2016JJ00
GM0780,,2017JJ00
GM0780,,2018JJ00
GM0780,,2019JJ00
GM0780,,2020JJ00
GM0780,,2021JJ00
GM0780,,2022JJ00
GM0780,,2023JJ00
GM0236,4.0,1988JJ00
GM0236,6.0,1989JJ00
GM0236,6.0,1990JJ00
GM0236,4.0,1991JJ00
GM0236,1.0,1992JJ00
GM0236,6.0,1993JJ00
GM0236,7.0,1994JJ00
GM0236,9.0,1995JJ00
GM0236,9.0,1996JJ00
GM0236,5.0,1997JJ00
GM0236,2.0,1998JJ00
GM0236,10.0,1999JJ00
GM0236,8.0,2000JJ00
GM0236,15.0,2001JJ00
GM0236,11.0,2002JJ00
GM0236,5.0,2003JJ00
GM0236,11.0,2004JJ00
GM0236,3.0,2005JJ00
GM0236,9.0,2006JJ00
GM0236,13.0,2007JJ00
GM0236,8.0,2008JJ00
GM0236,11.0,2009JJ00
GM0236,10.0,2010JJ00
GM0236,16.0,2011JJ00
GM0236,12.0,2012JJ00
GM0236,11.0,2013JJ00
GM0236,4.0,2014JJ00
GM0236,6.0,2015JJ00
GM0236,6.0,2016JJ00
GM0236,5.0,2017JJ00
GM0236,16.0,2018JJ00
GM0236,,2019JJ00
GM0236,,2020JJ00
GM0236,,2021JJ00
GM0236,,2022JJ00
GM0236,,2023JJ00
GM0781,1.0,1988JJ00
GM0781,2.0,1989JJ00
GM0781,1.0,1990JJ00
GM0781,4.0,1991JJ00
GM0781,2.0,1992JJ00
GM0781,4.0,1993JJ00
GM0781,7.0,1994JJ00
GM0781,4.0,1995JJ00
GM0781,3.0,1996JJ00
GM0781,5.0,1997JJ00
GM0781,5.0,1998JJ00
GM0781,6.0,1999JJ00
GM0781,8.0,2000JJ00
GM0781,8.0,2001JJ00
GM0781,5.0,2002JJ00
GM0781,10.0,2003JJ00
GM0781,,2004JJ00
GM0781,,2005JJ00
GM0781,,2006JJ00
GM0781,,2007JJ00
GM0781,,2008JJ00
GM0781,,2009JJ00
GM0781,,2010JJ00
GM0781,,2011JJ00
GM0781,,2012JJ00
GM0781,,2013JJ00
GM0781,,2014JJ00
GM0781,,2015JJ00
GM0781,,2016JJ00
GM0781,,2017JJ00
GM0781,,2018JJ00
GM0781,,2019JJ00
GM0781,,2020JJ00
GM0781,,2021JJ00
GM0781,,2022JJ00
GM0781,,2023JJ00
GM1771,,1988JJ00
GM1771,,1989JJ00
GM1771,,1990JJ00
GM1771,,1991JJ00
GM1771,,1992JJ00
GM1771,,1993JJ00
GM1771,,1994JJ00
GM1771,,1995JJ00
GM1771,,1996JJ00
GM1771,,1997JJ00
GM1771,,1998JJ00
GM1771,,1999JJ00
GM1771,,2000JJ00
GM1771,,2001JJ00
GM1771,,2002JJ00
GM1771,,2003JJ00
GM1771,8.0,2004JJ00
GM1771,11.0,2005JJ00
GM1771,13.0,2006JJ00
GM1771,12.0,2007JJ00
GM1771,15.0,2008JJ00
GM1771,12.0,2009JJ00
GM1771,13.0,2010JJ00
GM1771,11.0,2011JJ00
GM1771,10.0,2012JJ00
GM1771,7.0,2013JJ00
GM1771,13.0,2014JJ00
GM1771,12.0,2015JJ00
GM1771,16.0,2016JJ00
GM1771,12.0,2017JJ00
GM1771,10.0,2018JJ00
GM1771,12.0,2019JJ00
GM1771,17.0,2020JJ00
GM1771,9.0,2021JJ00
GM1771,7.0,2022JJ00
GM1771,11.0,2023JJ00
GM0906,5.0,1988JJ00
GM0906,3.0,1989JJ00
GM0906,5.0,1990JJ00
GM0906,8.0,1991JJ00
GM0906,6.0,1992JJ00
GM0906,3.0,1993JJ00
GM0906,5.0,1994JJ00
GM0906,2.0,1995JJ00
GM0906,7.0,1996JJ00
GM0906,3.0,1997JJ00
GM0906,4.0,1998JJ00
GM0906,4.0,1999JJ00
GM0906,8.0,2000JJ00
GM0906,,2001JJ00
GM0906,,2002JJ00
GM0906,,2003JJ00
GM0906,,2004JJ00
GM0906,,2005JJ00
GM0906,,2006JJ00
GM0906,,2007JJ00
GM0906,,2008JJ00
GM0906,,2009JJ00
GM0906,,2010JJ00
GM0906,,2011JJ00
GM0906,,2012JJ00
GM0906,,2013JJ00
GM0906,,2014JJ00
GM0906,,2015JJ00
GM0906,,2016JJ00
GM0906,,2017JJ00
GM0906,,2018JJ00
GM0906,,2019JJ00
GM0906,,2020JJ00
GM0906,,2021JJ00
GM0906,,2022JJ00
GM0906,,2023JJ00
GM0782,0.0,1988JJ00
GM0782,3.0,1989JJ00
GM0782,1.0,1990JJ00
GM0782,1.0,1991JJ00
GM0782,4.0,1992JJ00
GM0782,0.0,1993JJ00
GM0782,1.0,1994JJ00
GM0782,2.0,1995JJ00
GM0782,2.0,1996JJ00
GM0782,,1997JJ00
GM0782,,1998JJ00
GM0782,,1999JJ00
GM0782,,2000JJ00
GM0782,,2001JJ00
GM0782,,2002JJ00
GM0782,,2003JJ00
GM0782,,2004JJ00
GM0782,,2005JJ00
GM0782,,2006JJ00
GM0782,,2007JJ00
GM0782,,2008JJ00
GM0782,,2009JJ00
GM0782,,2010JJ00
GM0782,,2011JJ00
GM0782,,2012JJ00
GM0782,,2013JJ00
GM0782,,2014JJ00
GM0782,,2015JJ00
GM0782,,2016JJ00
GM0782,,2017JJ00
GM0782,,2018JJ00
GM0782,,2019JJ00
GM0782,,2020JJ00
GM0782,,2021JJ00
GM0782,,2022JJ00
GM0782,,2023JJ00
GM1652,,1988JJ00
GM1652,,1989JJ00
GM1652,,1990JJ00
GM1652,,1991JJ00
GM1652,,1992JJ00
GM1652,,1993JJ00
GM1652,,1994JJ00
GM1652,,1995JJ00
GM1652,,1996JJ00
GM1652,4.0,1997JJ00
GM1652,1.0,1998JJ00
GM1652,3.0,1999JJ00
GM1652,4.0,2000JJ00
GM1652,8.0,2001JJ00
GM1652,6.0,2002JJ00
GM1652,4.0,2003JJ00
GM1652,3.0,2004JJ00
GM1652,8.0,2005JJ00
GM1652,9.0,2006JJ00
GM1652,6.0,2007JJ00
GM1652,9.0,2008JJ00
GM1652,2.0,2009JJ00
GM1652,5.0,2010JJ00
GM1652,6.0,2011JJ00
GM1652,7.0,2012JJ00
GM1652,5.0,2013JJ00
GM1652,4.0,2014JJ00
GM1652,4.0,2015JJ00
GM1652,8.0,2016JJ00
GM1652,2.0,2017JJ00
GM1652,6.0,2018JJ00
GM1652,7.0,2019JJ00
GM1652,12.0,2020JJ00
GM1652,13.0,2021JJ00
GM1652,11.0,2022JJ00
GM1652,9.0,2023JJ00
GM0237,3.0,1988JJ00
GM0237,2.0,1989JJ00
GM0237,2.0,1990JJ00
GM0237,3.0,1991JJ00
GM0237,1.0,1992JJ00
GM0237,3.0,1993JJ00
GM0237,4.0,1994JJ00
GM0237,2.0,1995JJ00
GM0237,5.0,1996JJ00
GM0237,3.0,1997JJ00
GM0237,3.0,1998JJ00
GM0237,5.0,1999JJ00
GM0237,3.0,2000JJ00
GM0237,3.0,2001JJ00
GM0237,6.0,2002JJ00
GM0237,10.0,2003JJ00
GM0237,7.0,2004JJ00
GM0237,,2005JJ00
GM0237,,2006JJ00
GM0237,,2007JJ00
GM0237,,2008JJ00
GM0237,,2009JJ00
GM0237,,2010JJ00
GM0237,,2011JJ00
GM0237,,2012JJ00
GM0237,,2013JJ00
GM0237,,2014JJ00
GM0237,,2015JJ00
GM0237,,2016JJ00
GM0237,,2017JJ00
GM0237,,2018JJ00
GM0237,,2019JJ00
GM0237,,2020JJ00
GM0237,,2021JJ00
GM0237,,2022JJ00
GM0237,,2023JJ00
GM0238,1.0,1988JJ00
GM0238,0.0,1989JJ00
GM0238,0.0,1990JJ00
GM0238,2.0,1991JJ00
GM0238,1.0,1992JJ00
GM0238,1.0,1993JJ00
GM0238,1.0,1994JJ00
GM0238,4.0,1995JJ00
GM0238,3.0,1996JJ00
GM0238,4.0,1997JJ00
GM0238,1.0,1998JJ00
GM0238,2.0,1999JJ00
GM0238,1.0,2000JJ00
GM0238,,2001JJ00
GM0238,,2002JJ00
GM0238,,2003JJ00
GM0238,,2004JJ00
GM0238,,2005JJ00
GM0238,,2006JJ00
GM0238,,2007JJ00
GM0238,,2008JJ00
GM0238,,2009JJ00
GM0238,,2010JJ00
GM0238,,2011JJ00
GM0238,,2012JJ00
GM0238,,2013JJ00
GM0238,,2014JJ00
GM0238,,2015JJ00
GM0238,,2016JJ00
GM0238,,2017JJ00
GM0238,,2018JJ00
GM0238,,2019JJ00
GM0238,,2020JJ00
GM0238,,2021JJ00
GM0238,,2022JJ00
GM0238,,2023JJ00
GM0154,6.0,1988JJ00
GM0154,6.0,1989JJ00
GM0154,5.0,1990JJ00
GM0154,5.0,1991JJ00
GM0154,2.0,1992JJ00
GM0154,2.0,1993JJ00
GM0154,4.0,1994JJ00
GM0154,6.0,1995JJ00
GM0154,1.0,1996JJ00
GM0154,2.0,1997JJ00
GM0154,6.0,1998JJ00
GM0154,6.0,1999JJ00
GM0154,4.0,2000JJ00
GM0154,,2001JJ00
GM0154,,2002JJ00
GM0154,,2003JJ00
GM0154,,2004JJ00
GM0154,,2005JJ00
GM0154,,2006JJ00
GM0154,,2007JJ00
GM0154,,2008JJ00
GM0154,,2009JJ00
GM0154,,2010JJ00
GM0154,,2011JJ00
GM0154,,2012JJ00
GM0154,,2013JJ00
GM0154,,2014JJ00
GM0154,,2015JJ00
GM0154,,2016JJ00
GM0154,,2017JJ00
GM0154,,2018JJ00
GM0154,,2019JJ00
GM0154,,2020JJ00
GM0154,,2021JJ00
GM0154,,2022JJ00
GM0154,,2023JJ00
GM0907,3.0,1988JJ00
GM0907,3.0,1989JJ00
GM0907,2.0,1990JJ00
GM0907,1.0,1991JJ00
GM0907,3.0,1992JJ00
GM0907,1.0,1993JJ00
GM0907,3.0,1994JJ00
GM0907,4.0,1995JJ00
GM0907,3.0,1996JJ00
GM0907,3.0,1997JJ00
GM0907,3.0,1998JJ00
GM0907,7.0,1999JJ00
GM0907,5.0,2000JJ00
GM0907,4.0,2001JJ00
GM0907,4.0,2002JJ00
GM0907,5.0,2003JJ00
GM0907,6.0,2004JJ00
GM0907,6.0,2005JJ00
GM0907,5.0,2006JJ00
GM0907,4.0,2007JJ00
GM0907,9.0,2008JJ00
GM0907,3.0,2009JJ00
GM0907,10.0,2010JJ00
GM0907,6.0,2011JJ00
GM0907,8.0,2012JJ00
GM0907,7.0,2013JJ00
GM0907,2.0,2014JJ00
GM0907,3.0,2015JJ00
GM0907,5.0,2016JJ00
GM0907,5.0,2017JJ00
GM0907,8.0,2018JJ00
GM0907,2.0,2019JJ00
GM0907,4.0,2020JJ00
GM0907,2.0,2021JJ00
GM0907,5.0,2022JJ00
GM0907,11.0,2023JJ00
GM0689,4.0,1988JJ00
GM0689,2.0,1989JJ00
GM0689,3.0,1990JJ00
GM0689,6.0,1991JJ00
GM0689,3.0,1992JJ00
GM0689,11.0,1993JJ00
GM0689,3.0,1994JJ00
GM0689,5.0,1995JJ00
GM0689,2.0,1996JJ00
GM0689,4.0,1997JJ00
GM0689,1.0,1998JJ00
GM0689,3.0,1999JJ00
GM0689,0.0,2000JJ00
GM0689,2.0,2001JJ00
GM0689,4.0,2002JJ00
GM0689,1.0,2003JJ00
GM0689,3.0,2004JJ00
GM0689,8.0,2005JJ00
GM0689,4.0,2006JJ00
GM0689,3.0,2007JJ00
GM0689,6.0,2008JJ00
GM0689,7.0,2009JJ00
GM0689,4.0,2010JJ00
GM0689,4.0,2011JJ00
GM0689,8.0,2012JJ00
GM0689,4.0,2013JJ00
GM0689,8.0,2014JJ00
GM0689,4.0,2015JJ00
GM0689,5.0,2016JJ00
GM0689,3.0,2017JJ00
GM0689,8.0,2018JJ00
GM0689,,2019JJ00
